"site","plot","municipality","lv03_x_min","lv03_y_min","lv03_x_max","lv03_y_max","altitude","landuse","parameter","date","refPeriod","survey","measurement","unit"
"67","1","Mathod",176000.0,534000.0,178000.0,536000.0,432.0,"Gemüsebau","Cadmium","1988-07-12T00:00:00","1988+01:00",1,0.61,"mg/kg TS"
"68","1","Etoy",148000.0,522000.0,150000.0,524000.0,435.0,"Ackerbau","Chrom","1988-07-19T00:00:00","1988+01:00",1,45.85,"mg/kg TS"
"69","1","Attalens",150000.0,554000.0,152000.0,556000.0,818.0,"Grasland, intensiv","Cadmium","1988-07-20T00:00:00","1988+01:00",1,0.21,"mg/kg TS"
"71","1","Lohn",168000.0,750000.0,170000.0,752000.0,1818.0,"Grasland, extensiv","Chrom","1988-07-26T00:00:00","1988+01:00",1,16.78,"mg/kg TS"
"72","1","Bivio",144000.0,770000.0,146000.0,772000.0,2118.0,"Grasland, extensiv","Chrom","1988-07-27T00:00:00","1988+01:00",1,554.41,"mg/kg TS"
"73","1","Alvaneu",172000.0,770000.0,174000.0,772000.0,1560.0,"Nadelwald","Chrom","1988-07-28T00:00:00","1988+01:00",1,2.95,"mg/kg TS"
"76","1","Sent",190000.0,822000.0,192000.0,824000.0,1690.0,"Nadelwald","Chrom","1988-08-10T00:00:00","1988+01:00",1,47.32,"mg/kg TS"
"77","1","Paspels",178000.0,752000.0,180000.0,754000.0,830.0,"Ackerbau","Chrom","1988-08-11T00:00:00","1988+01:00",1,24.55,"mg/kg TS"
"80","1","Chevenez",250000.0,566000.0,252000.0,568000.0,538.0,"Ackerbau","Cadmium","1988-08-23T00:00:00","1988+01:00",1,0.29,"mg/kg TS"
"81","1","Gsteig",134000.0,584000.0,136000.0,586000.0,1355.0,"Nadelwald","Cadmium","1988-08-24T00:00:00","1988+01:00",1,0.12,"mg/kg TS"
"83","1","Wald",238000.0,708000.0,240000.0,710000.0,1040.0,"Nadelwald","Cadmium","1988-09-06T00:00:00","1988+01:00",1,0.36,"mg/kg TS"
"84","1","Rifferswil",232000.0,680000.0,234000.0,682000.0,597.0,"Schutzstandort","Cadmium","1988-09-07T00:00:00","1988+01:00",1,0.87,"mg/kg TS"
"88","1","L`Abbaye",162000.0,512000.0,164000.0,514000.0,1358.0,"Nadelwald","Chrom","1988-11-02T00:00:00","1988+01:00",1,37.21,"mg/kg TS"
"89","1","St. Moritz",150000.0,784000.0,152000.0,786000.0,1825.0,"Schutzstandort","Cadmium","1988-11-08T00:00:00","1988+01:00",1,0.38,"mg/kg TS"
"90","1","Sta. Maria i.C.",124000.0,730000.0,126000.0,732000.0,1245.0,"Nadelwald","Cadmium","1988-11-09T00:00:00","1988+01:00",1,0.19,"mg/kg TS"
"93","1","Marthalen",276000.0,690000.0,278000.0,692000.0,405.0,"Laubwald","Cadmium","1988-11-16T00:00:00","1988+01:00",1,0.11,"mg/kg TS"
"13","1","Wiedlisbach",232000.0,614000.0,234000.0,616000.0,455.0,"Ackerbau","Chrom","1990-02-20T00:00:00","1990+01:00",2,23.62,"mg/kg TS"
"11","1","La Sarraz",166000.0,528000.0,168000.0,530000.0,515.0,"Ackerbau","Chrom","1990-03-06T00:00:00","1990+01:00",2,36.19,"mg/kg TS"
"15","1","Ins",204000.0,574000.0,206000.0,576000.0,433.0,"Ackerbau","Chrom","1990-03-06T00:00:00","1990+01:00",2,35.96,"mg/kg TS"
"14","1","Dübendorf",248000.0,686000.0,250000.0,688000.0,440.0,"Ackerbau","Chrom","1990-03-13T00:00:00","1990+01:00",2,24.98,"mg/kg TS"
"9","1","Binningen",264000.0,610000.0,266000.0,612000.0,324.0,"Ackerbau","Chrom","1995-03-01T00:00:00","1995+01:00",3,20.22,"mg/kg TS"
"15","1","Ins",204000.0,574000.0,206000.0,576000.0,433.0,"Ackerbau","Chrom","1995-03-22T00:00:00","1995+01:00",3,35.36,"mg/kg TS"
"14","1","Dübendorf",248000.0,686000.0,250000.0,688000.0,440.0,"Ackerbau","Chrom","1995-04-05T00:00:00","1995+01:00",3,25.1,"mg/kg TS"
"3","1","Payerne",184000.0,562000.0,186000.0,564000.0,488.0,"Ackerbau","Chrom","1995-04-12T00:00:00","1995+01:00",3,20.96,"mg/kg TS"
"11","1","La Sarraz",166000.0,528000.0,168000.0,530000.0,515.0,"Ackerbau","Cadmium","1995-04-12T00:00:00","1995+01:00",3,0.21,"mg/kg TS"
"103","1","Härkingen",240000.0,628000.0,242000.0,630000.0,431.0,"Ackerbau","Cadmium","1995-09-19T00:00:00","1995+01:00",3,0.27,"mg/kg TS"
"29","1","Eschenbach",218000.0,666000.0,220000.0,668000.0,450.0,"Ackerbau","Cadmium","2001-05-31T00:00:00","2001+01:00",4,0.38,"mg/kg TS"
"20","1","Roggwil",262000.0,746000.0,264000.0,748000.0,460.0,"Obstbau","Chrom","2001-06-27T00:00:00","2001+01:00",4,24.2,"mg/kg TS"
"21","1","Köniz",196000.0,598000.0,198000.0,600000.0,565.0,"Ackerbau","Chrom","2001-08-15T00:00:00","2001+01:00",4,28.02,"mg/kg TS"
"28","1","Leuggern",268000.0,656000.0,270000.0,658000.0,465.0,"Ackerbau","Chrom","2001-08-20T00:00:00","2001+01:00",4,18.51,"mg/kg TS"
"38","1","Koppigen",218000.0,612000.0,220000.0,614000.0,478.0,"Ackerbau","Chrom","2001-10-09T00:00:00","2001+01:00",4,29.3,"mg/kg TS"
"44","1","Hendschiken",248000.0,658000.0,250000.0,660000.0,417.0,"Ackerbau","Cadmium","1987-08-04T00:00:00","1987+01:00",1,0.23,"mg/kg TS"
"29","1","Eschenbach",218000.0,666000.0,220000.0,668000.0,450.0,"Ackerbau","Cadmium","1996-03-06T00:00:00","1996+01:00",3,0.38,"mg/kg TS"
"28","1","Leuggern",268000.0,656000.0,270000.0,658000.0,465.0,"Ackerbau","Cadmium","1996-03-20T00:00:00","1996+01:00",3,0.16,"mg/kg TS"
"23","1","Möhlin",268000.0,632000.0,270000.0,634000.0,343.0,"Ackerbau","Chrom","1996-03-20T00:00:00","1996+01:00",3,20.9,"mg/kg TS"
"31","1","Coffrane",206000.0,556000.0,208000.0,558000.0,770.0,"Ackerbau","Chrom","1996-04-10T00:00:00","1996+01:00",3,34.35,"mg/kg TS"
"20","1","Roggwil",262000.0,746000.0,264000.0,748000.0,460.0,"Obstbau","Chrom","1996-04-17T00:00:00","1996+01:00",3,21.27,"mg/kg TS"
"17","1","Niedermuhlern",188000.0,600000.0,190000.0,602000.0,945.0,"Ackerbau","Chrom","1996-04-24T00:00:00","1996+01:00",3,22.17,"mg/kg TS"
"21","1","Köniz",196000.0,598000.0,198000.0,600000.0,565.0,"Ackerbau","Cadmium","1996-06-06T00:00:00","1996+01:00",3,0.2,"mg/kg TS"
"49","1","Unterschächen",190000.0,700000.0,192000.0,702000.0,1100.0,"Grasland, wenig intensiv","Chrom","2004-04-14T00:00:00","2004+01:00",4,40.94,"mg/kg TS"
"16","1","Mühlebach",140000.0,654000.0,142000.0,656000.0,1220.0,"Grasland, wenig intensiv","Chrom","2004-04-20T00:00:00","2004+01:00",4,20.14,"mg/kg TS"
"32","1","La Brévine",200000.0,532000.0,202000.0,534000.0,1215.0,"Grasland, extensiv","Cadmium","2004-05-17T00:00:00","2004+01:00",4,1.94,"mg/kg TS"
"99","1","Visp",126000.0,632000.0,128000.0,634000.0,830.0,"Nadelwald","Chrom","2004-06-10T00:00:00","2004+01:00",4,24.73,"mg/kg TS"
"8","1","Rothenfluh",258000.0,636000.0,260000.0,638000.0,695.0,"Laubwald","Chrom","2004-08-19T00:00:00","2004+01:00",4,60.99,"mg/kg TS"
"43","1","Orbe",176000.0,526000.0,178000.0,528000.0,622.0,"Laubwald","Chrom","2004-09-21T00:00:00","2004+01:00",4,15.13,"mg/kg TS"
"24","1","Niederlenz",250000.0,654000.0,252000.0,656000.0,387.0,"Laubwald","Cadmium","2004-10-05T00:00:00","2004+01:00",4,0.25,"mg/kg TS"
"39","1","Kiesen",186000.0,610000.0,188000.0,612000.0,534.0,"Ackerbau","Cadmium","1992-10-19T00:00:00","1992+01:00",2,0.3,"mg/kg TS"
"51","1","Wartau",218000.0,756000.0,220000.0,758000.0,464.0,"Gemüsebau","Chrom","1992-10-20T00:00:00","1992+01:00",2,13.07,"mg/kg TS"
"13","1","Wiedlisbach",232000.0,614000.0,234000.0,616000.0,455.0,"Ackerbau","Cadmium","2000-02-22T00:00:00","2000+01:00",4,0.29,"mg/kg TS"
"104","1","Küssnacht",212000.0,676000.0,214000.0,678000.0,1025.0,"Grasland, extensiv","Cadmium","2000-05-17T00:00:00","2000+01:00",4,0.28,"mg/kg TS"
"48","1","Oberriet",248000.0,762000.0,250000.0,764000.0,409.0,"Ackerbau","Cadmium","2007-03-27T00:00:00","2007+01:00",5,0.33,"mg/kg TS"
"51","1","Wartau",218000.0,756000.0,220000.0,758000.0,464.0,"Gemüsebau","Chrom","2002-08-14T00:00:00","2002+01:00",4,12.98,"mg/kg TS"
"46","1","Vallon",190000.0,562000.0,192000.0,564000.0,439.0,"Ackerbau","Chrom","2002-09-24T00:00:00","2002+01:00",4,58.51,"mg/kg TS"
"23","1","Möhlin",268000.0,632000.0,270000.0,634000.0,343.0,"Ackerbau","Cadmium","2006-03-20T00:00:00","2006+01:00",5,,"mg/kg TS"
"17","1","Niedermuhlern",188000.0,600000.0,190000.0,602000.0,945.0,"Ackerbau","Cadmium","2006-04-04T00:00:00","2006+01:00",5,,"mg/kg TS"
"85","1","Frauenfeld",270000.0,708000.0,272000.0,710000.0,383.0,"Laubwald","Cadmium","1998-03-31T00:00:00","1998+01:00",3,,"mg/kg TS"
"91","1","Campo",126000.0,680000.0,128000.0,682000.0,1517.0,"Nadelwald","Cadmium","1998-08-27T00:00:00","1998+01:00",3,,"mg/kg TS"
"56","1","Trub",200000.0,634000.0,202000.0,636000.0,998.0,"Grasland, wenig intensiv","Cadmium","2003-06-03T00:00:00","2003+01:00",4,,"mg/kg TS"
"76","1","Sent",190000.0,822000.0,192000.0,824000.0,1690.0,"Nadelwald","Cadmium","2003-09-24T00:00:00","2003+01:00",4,,"mg/kg TS"
"5","1","La Neuveville",214000.0,576000.0,216000.0,578000.0,475.0,"Rebbau","Chrom","1985-08-06T00:00:00","1985+01:00",1,,"mg/kg TS"
"93","1","Marthalen",276000.0,690000.0,278000.0,692000.0,405.0,"Laubwald","Cadmium","2008-04-10T00:00:00","2008+01:00",5,,"mg/kg TS"
"73","1","Alvaneu",172000.0,770000.0,174000.0,772000.0,1560.0,"Nadelwald","Cadmium","2008-07-02T00:00:00","2008+01:00",5,,"mg/kg TS"
"54","1","Zuzwil",210000.0,602000.0,212000.0,604000.0,557.0,"Ackerbau","Cadmium","2008-02-21T00:00:00","2008+01:00",5,,"mg/kg TS"
"58","1","Mels",210000.0,748000.0,212000.0,750000.0,910.0,"Mischwald","Cadmium","2008-04-30T00:00:00","2008+01:00",5,,"mg/kg TS"
"68","1","Etoy",148000.0,522000.0,150000.0,524000.0,435.0,"Ackerbau","Cadmium","2008-03-13T00:00:00","2008+01:00",5,,"mg/kg TS"
"94","1","S. Antonino",112000.0,716000.0,114000.0,718000.0,209.0,"Gemüsebau","Cadmium","2008-02-12T00:00:00","2008+01:00",5,,"mg/kg TS"
"83","1","Wald",238000.0,708000.0,240000.0,710000.0,1040.0,"Nadelwald","Cadmium","2008-05-28T00:00:00","2008+01:00",5,,"mg/kg TS"
"85","1","Frauenfeld",270000.0,708000.0,272000.0,710000.0,383.0,"Laubwald","Cadmium","2008-04-10T00:00:00","2008+01:00",5,,"mg/kg TS"
"72","1","Bivio",144000.0,770000.0,146000.0,772000.0,2118.0,"Grasland, extensiv","Cadmium","2008-08-20T00:00:00","2008+01:00",5,,"mg/kg TS"
"86","1","Lützelflüh",204000.0,618000.0,206000.0,620000.0,618.0,"Ackerbau","Cadmium","2008-04-23T00:00:00","2008+01:00",5,,"mg/kg TS"
"65","1","Cornol",252000.0,578000.0,254000.0,580000.0,482.0,"Ackerbau","Cadmium","2008-02-27T00:00:00","2008+01:00",5,,"mg/kg TS"
"47","1","Davos",186000.0,784000.0,188000.0,786000.0,1655.0,"Nadelwald","Cadmium","2009-06-24T00:00:00","2009+01:00",5,,"mg/kg TS"
"102","1","Vouvry",130000.0,558000.0,132000.0,560000.0,379.0,"Ackerbau","Cadmium","2009-03-12T00:00:00","2009+01:00",5,,"mg/kg TS"
"27","1","Jussy",120000.0,510000.0,122000.0,512000.0,505.0,"Laubwald","Cadmium","2009-03-11T00:00:00","2009+01:00",5,,"mg/kg TS"
"6","1","Grindelwald",162000.0,638000.0,164000.0,640000.0,1915.0,"Grasland, extensiv","Cadmium","2009-06-19T00:00:00","2009+01:00",5,,"mg/kg TS"
"11","1","La Sarraz",166000.0,528000.0,168000.0,530000.0,515.0,"Ackerbau","Cadmium","2005-05-31T00:00:00","2005+01:00",5,,"mg/kg TS"
"4","1","Conthey",116000.0,588000.0,118000.0,590000.0,478.0,"Obstbau","Chrom","1990-05-09T00:00:00","1990+01:00",2,,"mg/kg TS"
"26","1","Avully",112000.0,488000.0,114000.0,490000.0,428.0,"Ackerbau","Cadmium","2001-08-15T00:00:00","2001+01:00",4,,"mg/kg TS"
"17","1","Niedermuhlern",188000.0,600000.0,190000.0,602000.0,945.0,"Ackerbau","Cadmium","2001-06-05T00:00:00","2001+01:00",4,,"mg/kg TS"
"51","1","Wartau",218000.0,756000.0,220000.0,758000.0,464.0,"Gemüsebau","Chrom","1987-11-04T00:00:00","1987+01:00",1,,"mg/kg TS"
"48","1","Oberriet",248000.0,762000.0,250000.0,764000.0,409.0,"Ackerbau","Chrom","1987-09-23T00:00:00","1987+01:00",1,,"mg/kg TS"
"100","1","St. Martin",110000.0,602000.0,112000.0,604000.0,2340.0,"Grasland, extensiv","Cadmium","2004-07-08T00:00:00","2004+01:00",4,,"mg/kg TS"
"22","1","Staffelbach",234000.0,644000.0,236000.0,646000.0,675.0,"Mischwald","Cadmium","2004-11-02T00:00:00","2004+01:00",4,,"mg/kg TS"
"27","1","Jussy",120000.0,510000.0,122000.0,512000.0,505.0,"Laubwald","Cadmium","2004-09-21T00:00:00","2004+01:00",4,,"mg/kg TS"
"47","1","Davos",186000.0,784000.0,188000.0,786000.0,1655.0,"Nadelwald","Cadmium","2004-06-16T00:00:00","2004+01:00",4,,"mg/kg TS"
"3","1","Payerne",184000.0,562000.0,186000.0,564000.0,488.0,"Ackerbau","Cadmium","2000-04-04T00:00:00","2000+01:00",4,,"mg/kg TS"
"51","1","Wartau",218000.0,756000.0,220000.0,758000.0,464.0,"Gemüsebau","Cadmium","2007-04-05T00:00:00","2007+01:00",5,,"mg/kg TS"
"20","1","Roggwil",262000.0,746000.0,264000.0,748000.0,460.0,"Obstbau","Cadmium","1986-06-10T00:00:00","1986+01:00",1,,"mg/kg TS"
"23","1","Möhlin",268000.0,632000.0,270000.0,634000.0,343.0,"Ackerbau","Zink","2006-03-20T00:00:00","2006+01:00",5,40.1,"mg/kg TS"
"25","1","Schleitheim",288000.0,680000.0,290000.0,682000.0,545.0,"Ackerbau","Zink","2006-03-20T00:00:00","2006+01:00",5,97.3,"mg/kg TS"
"33","1","Mollis",218000.0,724000.0,220000.0,726000.0,431.0,"Grasland, intensiv","Zink","2006-03-27T00:00:00","2006+01:00",5,108.46,"mg/kg TS"
"17","1","Niedermuhlern",188000.0,600000.0,190000.0,602000.0,945.0,"Ackerbau","Zink","2006-04-04T00:00:00","2006+01:00",5,54.52,"mg/kg TS"
"20","1","Roggwil",262000.0,746000.0,264000.0,748000.0,460.0,"Obstbau","Zink","2006-07-11T00:00:00","2006+01:00",5,67.4,"mg/kg TS"
"106","1","Vétroz",118000.0,588000.0,120000.0,590000.0,500.0,"Rebbau","Zink","2006-10-25T00:00:00","2006+01:00",5,81.0,"mg/kg TS"
"86","1","Lützelflüh",204000.0,618000.0,206000.0,620000.0,618.0,"Ackerbau","Zink","1998-01-05T00:00:00","1998+01:00",3,53.94,"mg/kg TS"
"82","1","Kappelen",214000.0,588000.0,216000.0,590000.0,441.0,"Laubwald","Nickel","1998-01-08T00:00:00","1998+01:00",3,24.39,"mg/kg TS"
"90","1","Sta. Maria i.C.",124000.0,730000.0,126000.0,732000.0,1245.0,"Nadelwald","Nickel","1998-03-17T00:00:00","1998+01:00",3,12.3,"mg/kg TS"
"74","1","Mörschwil",258000.0,750000.0,260000.0,752000.0,526.0,"Grasland, intensiv","Zink","1998-03-31T00:00:00","1998+01:00",3,109.73,"mg/kg TS"
"68","1","Etoy",148000.0,522000.0,150000.0,524000.0,435.0,"Ackerbau","Nickel","1998-04-16T00:00:00","1998+01:00",3,52.0,"mg/kg TS"
"70","1","Disentis",172000.0,708000.0,174000.0,710000.0,1105.0,"Grasland, wenig intensiv","Nickel","1998-05-13T00:00:00","1998+01:00",3,14.1,"mg/kg TS"
"58","1","Mels",210000.0,748000.0,212000.0,750000.0,910.0,"Mischwald","Zink","1998-05-14T00:00:00","1998+01:00",3,45.75,"mg/kg TS"
"93","1","Marthalen",276000.0,690000.0,278000.0,692000.0,405.0,"Laubwald","Nickel","1998-06-30T00:00:00","1998+01:00",3,19.82,"mg/kg TS"
"89","1","St. Moritz",150000.0,784000.0,152000.0,786000.0,1825.0,"Schutzstandort","Nickel","1998-07-16T00:00:00","1998+01:00",3,3.82,"mg/kg TS"
"73","1","Alvaneu",172000.0,770000.0,174000.0,772000.0,1560.0,"Nadelwald","Chrom","1998-07-16T00:00:00","1998+01:00",3,3.11,"mg/kg TS"
"75","1","Zernez",168000.0,812000.0,170000.0,814000.0,2400.0,"Schutzstandort","Zink","1998-07-17T00:00:00","1998+01:00",3,84.57,"mg/kg TS"
"81","1","Gsteig",134000.0,584000.0,136000.0,586000.0,1355.0,"Nadelwald","Nickel","1998-09-22T00:00:00","1998+01:00",3,6.95,"mg/kg TS"
"66","1","St. Ursanne",242000.0,578000.0,244000.0,580000.0,540.0,"Laubwald","Nickel","1998-10-21T00:00:00","1998+01:00",3,16.57,"mg/kg TS"
"65","1","Cornol",252000.0,578000.0,254000.0,580000.0,482.0,"Ackerbau","Zink","1998-10-21T00:00:00","1998+01:00",3,44.59,"mg/kg TS"
"86","1","Lützelflüh",204000.0,618000.0,206000.0,620000.0,618.0,"Ackerbau","Nickel","1993-04-26T00:00:00","1993+01:00",2,19.56,"mg/kg TS"
"61","1","Winterthur",262000.0,696000.0,264000.0,698000.0,445.0,"Stadtpark","Nickel","1993-06-23T00:00:00","1993+01:00",2,26.37,"mg/kg TS"
"59","1","Dällikon",254000.0,674000.0,256000.0,676000.0,425.0,"Gemüsebau","Nickel","1993-06-23T00:00:00","1993+01:00",2,22.0,"mg/kg TS"
"72","1","Bivio",144000.0,770000.0,146000.0,772000.0,2118.0,"Grasland, extensiv","Nickel","1993-06-29T00:00:00","1993+01:00",2,328.74,"mg/kg TS"
"76","1","Sent",190000.0,822000.0,192000.0,824000.0,1690.0,"Nadelwald","Nickel","1993-06-30T00:00:00","1993+01:00",2,40.4,"mg/kg TS"
"75","1","Zernez",168000.0,812000.0,170000.0,814000.0,2400.0,"Schutzstandort","Zink","1993-06-30T00:00:00","1993+01:00",2,84.75,"mg/kg TS"
"63","1","Oensingen",236000.0,622000.0,238000.0,624000.0,450.0,"Ackerbau","Nickel","1993-07-07T00:00:00","1993+01:00",2,31.27,"mg/kg TS"
"87","1","Klarsreuti",272000.0,732000.0,274000.0,734000.0,559.0,"Ackerbau","Nickel","1993-08-03T00:00:00","1993+01:00",2,22.5,"mg/kg TS"
"77","1","Paspels",178000.0,752000.0,180000.0,754000.0,830.0,"Ackerbau","Zink","1993-08-04T00:00:00","1993+01:00",2,95.0,"mg/kg TS"
"80","1","Chevenez",250000.0,566000.0,252000.0,568000.0,538.0,"Ackerbau","Zink","1993-08-17T00:00:00","1993+01:00",2,41.01,"mg/kg TS"
"65","1","Cornol",252000.0,578000.0,254000.0,580000.0,482.0,"Ackerbau","Chrom","1993-08-17T00:00:00","1993+01:00",2,20.03,"mg/kg TS"
"85","1","Frauenfeld",270000.0,708000.0,272000.0,710000.0,383.0,"Laubwald","Zink","1993-09-01T00:00:00","1993+01:00",2,50.62,"mg/kg TS"
"83","1","Wald",238000.0,708000.0,240000.0,710000.0,1040.0,"Nadelwald","Zink","1993-09-08T00:00:00","1993+01:00",2,47.53,"mg/kg TS"
"90","1","Sta. Maria i.C.",124000.0,730000.0,126000.0,732000.0,1245.0,"Nadelwald","Nickel","1993-09-21T00:00:00","1993+01:00",2,11.71,"mg/kg TS"
"91","1","Campo",126000.0,680000.0,128000.0,682000.0,1517.0,"Nadelwald","Zink","1993-09-21T00:00:00","1993+01:00",2,37.16,"mg/kg TS"
"88","1","L`Abbaye",162000.0,512000.0,164000.0,514000.0,1358.0,"Nadelwald","Zink","1993-10-27T00:00:00","1993+01:00",2,95.78,"mg/kg TS"
"69","1","Attalens",150000.0,554000.0,152000.0,556000.0,818.0,"Grasland, intensiv","Zink","1993-11-03T00:00:00","1993+01:00",2,62.65,"mg/kg TS"
"55","1","Nyon",138000.0,506000.0,140000.0,508000.0,440.0,"Rebbau","Nickel","1993-11-03T00:00:00","1993+01:00",2,65.39,"mg/kg TS"
"89","1","St. Moritz",150000.0,784000.0,152000.0,786000.0,1825.0,"Schutzstandort","Zink","1993-11-11T00:00:00","1993+01:00",2,48.64,"mg/kg TS"
"29","1","Eschenbach",218000.0,666000.0,220000.0,668000.0,450.0,"Ackerbau","Nickel","1991-03-26T00:00:00","1991+01:00",2,24.24,"mg/kg TS"
"33","1","Mollis",218000.0,724000.0,220000.0,726000.0,431.0,"Grasland, intensiv","Nickel","1991-03-26T00:00:00","1991+01:00",2,40.24,"mg/kg TS"
"36","1","Hochdorf",222000.0,664000.0,224000.0,666000.0,500.0,"Ackerbau","Zink","1991-03-26T00:00:00","1991+01:00",2,56.57,"mg/kg TS"
"23","1","Möhlin",268000.0,632000.0,270000.0,634000.0,343.0,"Ackerbau","Zink","1991-03-27T00:00:00","1991+01:00",2,39.89,"mg/kg TS"
"25","1","Schleitheim",288000.0,680000.0,290000.0,682000.0,545.0,"Ackerbau","Zink","1991-03-27T00:00:00","1991+01:00",2,87.32,"mg/kg TS"
"17","1","Niedermuhlern",188000.0,600000.0,190000.0,602000.0,945.0,"Ackerbau","Nickel","1991-04-03T00:00:00","1991+01:00",2,16.78,"mg/kg TS"
"21","1","Köniz",196000.0,598000.0,198000.0,600000.0,565.0,"Ackerbau","Nickel","1991-04-03T00:00:00","1991+01:00",2,17.57,"mg/kg TS"
"31","1","Coffrane",206000.0,556000.0,208000.0,558000.0,770.0,"Ackerbau","Nickel","1991-06-04T00:00:00","1991+01:00",2,26.22,"mg/kg TS"
"26","1","Avully",112000.0,488000.0,114000.0,490000.0,428.0,"Ackerbau","Nickel","1991-08-06T00:00:00","1991+01:00",2,20.46,"mg/kg TS"
"55","1","Nyon",138000.0,506000.0,140000.0,508000.0,440.0,"Rebbau","Zink","2003-03-13T00:00:00","2003+01:00",4,78.15,"mg/kg TS"
"53","1","Gempen",258000.0,616000.0,260000.0,618000.0,626.0,"Ackerbau","Zink","2003-04-17T00:00:00","2003+01:00",4,103.94,"mg/kg TS"
"64","1","Duggingen",256000.0,612000.0,258000.0,614000.0,375.0,"Obstbau","Nickel","2003-04-17T00:00:00","2003+01:00",4,15.98,"mg/kg TS"
"69","1","Attalens",150000.0,554000.0,152000.0,556000.0,818.0,"Grasland, intensiv","Zink","2003-04-23T00:00:00","2003+01:00",4,65.86,"mg/kg TS"
"94","1","S. Antonino",112000.0,716000.0,114000.0,718000.0,209.0,"Gemüsebau","Nickel","2003-05-13T00:00:00","2003+01:00",4,26.54,"mg/kg TS"
"95","1","Coldrerio",78000.0,720000.0,80000.0,722000.0,336.0,"Ackerbau","Zink","2003-05-13T00:00:00","2003+01:00",4,66.05,"mg/kg TS"
"91","1","Campo",126000.0,680000.0,128000.0,682000.0,1517.0,"Nadelwald","Nickel","2003-05-14T00:00:00","2003+01:00",4,12.49,"mg/kg TS"
"92","1","Novaggio",98000.0,708000.0,100000.0,710000.0,1080.0,"Laubwald","Zink","2003-05-14T00:00:00","2003+01:00",4,68.06,"mg/kg TS"
"85","1","Frauenfeld",270000.0,708000.0,272000.0,710000.0,383.0,"Laubwald","Zink","2003-05-27T00:00:00","2003+01:00",4,50.8,"mg/kg TS"
"74","1","Mörschwil",258000.0,750000.0,260000.0,752000.0,526.0,"Grasland, intensiv","Zink","2003-05-28T00:00:00","2003+01:00",4,106.32,"mg/kg TS"
"87","1","Klarsreuti",272000.0,732000.0,274000.0,734000.0,559.0,"Ackerbau","Zink","2003-06-10T00:00:00","2003+01:00",4,48.4,"mg/kg TS"
"93","1","Marthalen",276000.0,690000.0,278000.0,692000.0,405.0,"Laubwald","Zink","2003-06-10T00:00:00","2003+01:00",4,39.26,"mg/kg TS"
"59","2","Dällikon",254000.0,674000.0,256000.0,676000.0,425.0,"Gemüsebau","Nickel","2003-06-24T00:00:00","2003+01:00",4,24.22,"mg/kg TS"
"70","1","Disentis",172000.0,708000.0,174000.0,710000.0,1105.0,"Grasland, wenig intensiv","Zink","2003-07-07T00:00:00","2003+01:00",4,73.01,"mg/kg TS"
"77","1","Paspels",178000.0,752000.0,180000.0,754000.0,830.0,"Ackerbau","Nickel","2003-07-07T00:00:00","2003+01:00",4,41.06,"mg/kg TS"
"82","1","Kappelen",214000.0,588000.0,216000.0,590000.0,441.0,"Laubwald","Nickel","2003-07-08T00:00:00","2003+01:00",4,24.9,"mg/kg TS"
"65","1","Cornol",252000.0,578000.0,254000.0,580000.0,482.0,"Ackerbau","Nickel","2003-08-06T00:00:00","2003+01:00",4,17.99,"mg/kg TS"
"78","1","Igis-Landquart",202000.0,762000.0,204000.0,764000.0,532.0,"Ackerbau","Zink","2003-08-12T00:00:00","2003+01:00",4,81.78,"mg/kg TS"
"89","1","St. Moritz",150000.0,784000.0,152000.0,786000.0,1825.0,"Schutzstandort","Zink","2003-09-03T00:00:00","2003+01:00",4,44.83,"mg/kg TS"
"75","1","Zernez",168000.0,812000.0,170000.0,814000.0,2400.0,"Schutzstandort","Chrom","2003-09-04T00:00:00","2003+01:00",4,5.15,"mg/kg TS"
"90","1","Sta. Maria i.C.",124000.0,730000.0,126000.0,732000.0,1245.0,"Nadelwald","Nickel","2003-09-17T00:00:00","2003+01:00",4,11.42,"mg/kg TS"
"71","1","Lohn",168000.0,750000.0,170000.0,752000.0,1818.0,"Grasland, extensiv","Zink","2003-09-22T00:00:00","2003+01:00",4,35.3,"mg/kg TS"
"3","1","Payerne",184000.0,562000.0,186000.0,564000.0,488.0,"Ackerbau","Zink","1985-10-16T00:00:00","1985+01:00",1,40.95,"mg/kg TS"
"14","1","Dübendorf",248000.0,686000.0,250000.0,688000.0,440.0,"Ackerbau","Zink","1985-10-30T00:00:00","1985+01:00",1,52.03,"mg/kg TS"
"15","1","Ins",204000.0,574000.0,206000.0,576000.0,433.0,"Ackerbau","Zink","1985-10-31T00:00:00","1985+01:00",1,43.92,"mg/kg TS"
"12","1","Aristau",238000.0,670000.0,240000.0,672000.0,380.0,"Schutzstandort","Nickel","1999-01-06T00:00:00","1999+01:00",3,31.05,"mg/kg TS"
"8","1","Rothenfluh",258000.0,636000.0,260000.0,638000.0,695.0,"Laubwald","Nickel","1999-01-07T00:00:00","1999+01:00",3,19.31,"mg/kg TS"
"7","1","Oberstammheim",276000.0,702000.0,278000.0,704000.0,581.0,"Mischwald","Chrom","1999-03-03T00:00:00","1999+01:00",3,27.53,"mg/kg TS"
